Reactions,ReactionNames,MalignantCells_N_,MalignantCells_T_,FGFR2_Fibroblasts_N_,FGFR2_Fibroblasts_T_,ICAM1_Telocytes_N_,ICAM1_Telocytes_T_,FAP_Fibroblasts_N_,FAP_Fibroblasts_T_,ICAM1_Telocytes_N__1,ICAM1_Telocytes_T__1,MFAP5_Myofibroblasts_N_,MFAP5_Myofibroblasts_T_,CD73_Fibroblasts_N_,CD73_Fibroblasts_T_,DES_Myofibroblasts_N_,DES_Myofibroblasts_T_,THBS1_Macrophage_N_,THBS1_Macrophage_T_,VCAN_Monocyte_N_,VCAN_Monocyte_T_,MARCO_Macrophage_N_,MARCO_Macrophage_T_
MAR01734,"Bile Acid Intracellular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01736,"Carnitine Transferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01755,"Transport into the Mitochondria (Carnitine)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01757,"Carnitine Transferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01763,"Transport into the Mitochondria (Carnitine)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01773,"Carnitine Transferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01775,"Transport into the Mitochondria (Carnitine)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01779,"Lipid, Flip-Flop Intracellular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01780,"Tetrahydrofolate Transport via Anion Antiport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590256105133802,0,0,0,0.00590256695390498,0.00590256105133796
MAR01782,"Thiamine Monophosphate Transport in via Anion Antiport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,-1000,0,-1000,-1000,0
MAR01791,"Thiamine Transport in via Proton Symport, Mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01793,"Thiamine Triphosphate Transport in via Anion Antiport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01795,"Fatty Acid Intracellular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01799,"Transport into the Mitochondria (Carnitine)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01801,"Thioredoxin (Ubiquinone 10) Reductase (NADPH)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01808,"Thioredoxin (Ubiquinone 10) Reductase (NADH)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01812,"Alpha, Alpha-Trehalase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01814,"Transport into the Mitochondria (Carnitine)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01816,"Tyrosinase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01818,"UDPglucose:Dolichyl-Phosphate Beta-D-Glucosyltransferase (Liver)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01820,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01821,"Valine Reversible Mitochondrial Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01822,"Vitamin D3 Transport from Mitochondria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01824,"27 Hydroxy Cholesterol Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01825,"Lipid, Flip-Flop Intracellular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01826,"Lipid, Flip-Flop Intracellular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01827,"Cholesterol Ester Transporter",0.181222766389475,0.2266747403743,0,0,0.0921417902414711,0.226463843243929,0,0,0,0,0,0,0,-2.98576346629574,0,0,0,0,0,0,0,0
MAR01828,"Cholesterol Ester Transporter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01829,"24 Trihydroxy Cholesterol Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01849,"24 Trihydroxy Cholesterol Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01851,"25 Trihydroxy Cholesterol Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01856,"25 Trihydroxy Cholesterol Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01858,"27 Trihydroxy Cholesterol Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01860,"27 Trihydroxy Cholesterol Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01869,"Exchange of 4-aminobutanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01871,"Exchange of 6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01873,"Exchange of CTP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01912,"Exchange of dGMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01918,"Exchange of dGTP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01921,"Exchange of glycerone",0,0,0,-999.99557276262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01922,"Exchange of DHAP",0,0,0,2.86209133388115,0,-998.84426922266,663.032632477675,0,663.269155805975,0,660.84302822845,0,0,0,0,0,0,0,0,0,0,0
MAR01923,"Exchange of dTMP",0,0,0,0,0,0,-824.434864035035,0,0,0,0,0,0,0,0,0,-1000,0,-999.991999999998,-1000,-1000,-1000
MAR01938,"Exchange of dTTP",0,0,0,0,0,1000,824.434864035035,0,0,1000,0,0,0,0,0,0,0,1000,0,1000,0,1000
MAR01939,"Exchange of FAD",-0.00294937594485583,-0.00368910065708626,-0.00442692078850352,-0.00442723737941845,0,-0.00368566833489215,-0.00442204401334984,-0.00294825434890731,-0.00442267847210877,-0.00368556539342393,-0.00442267847211887,-0.00368556907899301,-0.00368463327680913,-0.00295149158627896,-0.00442692078850352,-0.00516474608466685,-0.00590256105133802,-0.00590256105133764,-0.00590256105133802,-0.00589425199585752,-0.00590256695390498,-0.00590256105133796
MAR01946,"Exchange of formaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01947,"Exchange of glucose-1-phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01954,"Exchange of isomaltose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01955,"Exchange of 3-keto-beta-D-galactose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01956,"Exchange of lactose-6-phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01957,"Exchange of 3-ketolactose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01961,"Exchange of gamma-glutamyl-beta-cyanoalanine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01964,"Exchange of uroporphyrinogen I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736.671715216971,0,0
MAR01965,"Exchange of coproporphyrinogen I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-736.671715216971,0,0
MAR01966,"Exchange of gamma-glutamyl-3-aminopropiononitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01972,"Exchange of GM2",0,0,0,0,0,0,0,0,0,0,0,-2.50088117861602,0,0,0,0,0,0,0,0,0,0
MAR01975,"Exchange of GM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01984,"Exchange of PRPP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01986,"Exchange of UDP-glucose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02021,"UDPglucose Pyrophosphohydrolase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02023,"L-Arginine, NADPH:Oxygen Oxidoreductase (Nitric-Oxide-Forming)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02026,"Farnesyl-Diphosphate:Farnesyl-Diphosphate Farnesyltransferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02028,"Trans-Hexadec-2-Enoyl Coenzyme A Reductase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02119,"L-Tryptophan, Tetrahydrobiopterin:Oxygen Oxidoreductase (5-Hydroxylating)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02120,"2-Deoxyguanosine 5-Triphosphate Pyrophosphohydrolase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02121,"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02122,"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02123,"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02124,"DTDP Diphosphohydrolase",0,0,0,0,0,0,-824.434864035035,0,0,0,0,0,0,0,0,0,-1000,0,-999.991999999998,-1000,-1000,-1000
MAR02125,"DTTP Nucleotidohydrolase",0,0,0,0,0,-1000,-824.434864035035,0,0,-1000,0,0,0,0,0,0,0,-1000,0,-1000,0,-1000
MAR02126,"Steroyl Coenzyme A, Hydrogen-Donor:Oxygen Oxidoreductase Polyunsaturated Fatty Acid Biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02128,"Steroyl Coenzyme A, Hydrogen-Donor:Oxygen Oxidoreductase Polyunsaturated Fatty Acid Biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02146,"(S)-Methylmalonyl Coenzyme A Hydrolase",0,0,0,0,0,-305.100663015071,0,0,0,0,0,-998.966999084012,0,-653.921920991265,0,-1000,0,0,0,0,0,0
MAR02147,"Presqualene Diphosphate:Farnesyl-Diphosphate Farnesyltransferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02148,"Trans-Oct-2-Enoyl Coenzyme A Reductase",0,0,0,0,0.0514921955800449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02149,"Trans-Dodec-2-Enoyl Coenzyme A Reductase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02183,"Trans-Tetradec-2-Enoyl Coenzyme A Reductase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02184,"Cholest-5-Ene-3Beta, 7Alpha-Diol:NAD+ 3-Oxidoreductase Bile Acid Biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02186,"2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate Phosphohydrolase (Alkaline Optimum)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02187,"Trans-Dec-2-Enoyl Coenzyme A Reductase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02188,"3, 4-Dihydroxymandelaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02189,"3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02192,"3-Methoxy-4-Hydroxyphenylacetaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02195,"3-Methoxy-4-Hydroxyphenylacetaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02196,"3-Methoxy-4-Hydroxyphenylglycolaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02197,"3-Methoxy-4-Hydroxyphenylglycolaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02198,"Uroporphyrinogen I Carboxy-Lyase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-736.671715216971,0,0
MAR02200,"Lanosterol, NADPH:Oxygen Oxidoreductase (14-Methyl Cleaving)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02206,"Lanosterol D24-Reductase",1.82010691460734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02207,"Trans-Hex-2-Enoyl Coenzyme A Reductase",0,0,0,0,-0.0257264245458934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02216,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,-666.156470580431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02220,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",-1000,0,0,-942.456376014159,0,0,0,-1000,-658.980846093215,-313.736048308502,0,-1000,0,-654.749172752611,0,0,0,0,-1000,0,0,0
MAR02221,"ATP-Binding Cassette (ABC) Tcdb:3.A.1.204.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02222,"Free Diffusion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02223,"Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02224,"Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02225,"Free Diffusion",0,-666.064243064003,0,0,0,-982.09622441057,-963.655212777391,0,0,0,0,-998.966999084012,0,-999.074172181532,0,0,0,0,0,0,-776.619064696656,0
MAR02226,"Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02271,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02272,"Solute Carrier Family 27 (Fatty Acid Transporter), Member 5 Tcdb:4.C.1.1.5 Tcdb:4.C.1.1.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02273,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02274,"Postulated Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02275,"Postulated Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02278,"Facilitated Diffusion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02279,"Facilitated Diffusion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02280,"Facilitated Diffusion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02283,"Postulated Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02285,"Postulated Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02290,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02291,"Postulated Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02297,"Active Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02298,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02299,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02300,"Methylsterol Monooxygenase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02301,"Hydroxysteroid (17-Beta) Dehydrogenase 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02302,"Biosynthesis of Steroids Enzyme Catalyzed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02303,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,0,0,0,520.374433464543,274.781336480074,0,609.382713186315,747.606134767893,0,570.501420632372,0,601.321920394581,369.413517020564,0,728.42902335414,0,943.844395463759,0,0,0,0
MAR02304,"Active Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02306,"Sterol O-Acyltransferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02308,"Glycerol-3-Phosphate 1-O-Acyltransferase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02310,"Long-Chain-Fatty-Acid---Coa Ligase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02312,"Long-Chain-Fatty-Acid---Coa Ligase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02313,"Long-Chain-Fatty-Acid---Coa Ligase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02314,"Long-Chain-Fatty-Acid---Coa Ligase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02316,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02318,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02320,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02322,"3-Oxoacyl-Acp Synthase, Mitochondrial Polyunsaturated Fatty Acid Biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02323,"Fatty Acid Synthase Polyunsaturated Fatty Acid Biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02325,"Fatty Acid Synthase Polyunsaturated Fatty Acid Biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02327,"Fatty Acid Synthase Polyunsaturated Fatty Acid Biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02329,"Oleoyl-Acp Hydrolase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02331,"Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02333,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02335,"Vesicular Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02337,"Delta24-Sterol Reductase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00393308113421,0,0,0,0,0,0,0
MAR02339,"5Alpha-Cholest-7-En-3Beta-Ol Delta7-Delta8-Isomerase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00393308113421,0,0,0,0,0,0,0
MAR02340,"Active Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29303156216899,0,0,0,0,0
MAR02341,"D-Galactosyl-N-Acetyl-D-Galactosaminyl- (N-Acetylneuraminyl)-D- Galactosyl-D-Glucosylceramide Galactohydrolase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02346,"Free Diffusion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02351,"Facilitated Diffusion",0,0,0,999.99557276262,521.275807124145,1000,1000,0,1000,1000,0,0,0,0,0,0,1000,1000,999.991999999998,1000,1000,1000
MAR02352,"2-Deoxyuridine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02357,"2-Deoxyuridine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02360,"Active Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02375,"Long-Chain-Acyl Coenzyme A Dehydrogenase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02377,"Postulated Transport Reaction",0,0,0,0,0,0,-2.14621876749563,0,0,0,0,0,-1.82271866141052,0,0,0,0,0,0,0,-1.25761745379239,0
MAR02379,"Postulated Transport Reaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02381,"Long-Chain-Acyl Coenzyme A Dehydrogenase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02382,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02385,"ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02386,"ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02388,"Neurotransmitter:Sodium Symporter (Nss) Tcdb:2.A.22.3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02396,"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02398,"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02400,"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02402,"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02404,"Organic Anion Transporter 5 Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02405,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,0,405.510138596015,0,0,0,0,0,0,0,0,0,897.30162877436,0,0,0,0,0.0236102442053505,0,998.995921291168,0,996.762974036253
MAR02406,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02413,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,1000,0,0,0,288.60393101506,0,0,0,686.258951691496,0,0,0,0,0,0,0,0,0,998.761873927496,0,998.393749001502
MAR02414,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,0,0,0,24.3720521978273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02416,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,0,0,0,368.207922371596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02418,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02420,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02422,"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02424,"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02425,"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02427,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02429,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02431,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02432,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02471,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02473,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02474,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02476,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR02477,"Utilized Transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
