Reactions,ReactionNames,rxnFormulas,subSystems,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2_,Fibroblast_Tumor_FGFR2_,Fibroblast_Normal_ICAM1_,Fibroblast_Tumor_ICAM1_,Fibroblast_Normal_FAP_,Fibroblast_Tumor_FAP_,Fibroblast_Normal_ICAM1__1,Fibroblast_Tumor_ICAM1__1,Fibroblast_Normal_MFAP5_,Fibroblast_Tumor_MFAP5_,Fibroblast_Normal_CD73_,Fibroblast_Tumor_CD73_,Fibroblast_Normal_DES_,Fibroblast_Tumor_DES_,Macrophage_Normal_THBS1_,Macrophage_Tumor_THBS1_,Macrophage_Normal_VCAN_,Macrophage_Tumor_VCAN_,Macrophage_Normal_MARCO_,Macrophage_Tumor_MARCO_
MAR07832,"",MAM01643m + MAM01756c  -> MAM01643c + MAM01756m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07833,"",MAM01371m + MAM01753c  -> MAM01371c + MAM01753m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07834,"",MAM01285m + MAM01753c  -> MAM01285c + MAM01753m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07835,"",MAM01753c + MAM01754m  -> MAM01753m + MAM01754c,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07836,"",MAM01747m + MAM01753c  -> MAM01747c + MAM01753m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07837,"",MAM01680m + MAM01753c  -> MAM01680c + MAM01753m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07838,"",MAM01637m + MAM01753c  -> MAM01637c + MAM01753m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07839,"",MAM01642c + MAM01754m  -> MAM01642m + MAM01754c,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07840,"",MAM01643m + MAM01753c  -> MAM01643c + MAM01753m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07841,"",MAM01643m + MAM01645c  -> MAM01643c + MAM01645m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07842,"",MAM01645c + MAM01754m  -> MAM01645m + MAM01754c,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07843,"",MAM01645c + MAM01680m  -> MAM01645m + MAM01680c,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07844,"",MAM01637m + MAM01645c  -> MAM01637c + MAM01645m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07845,"",MAM01285m + MAM01645c  -> MAM01285c + MAM01645m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07846,"",MAM01371m + MAM01645c  -> MAM01371c + MAM01645m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07847,"",MAM01637m + MAM01688c  -> MAM01637c + MAM01688m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07848,"",MAM01642c + MAM01747m  -> MAM01642m + MAM01747c,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07849,"",MAM01688c + MAM01754m  -> MAM01688m + MAM01754c,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07850,"",MAM01688c + MAM01747m  -> MAM01688m + MAM01747c,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07851,"",MAM01680m + MAM01688c  -> MAM01680c + MAM01688m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07852,"",MAM01643m + MAM01688c  -> MAM01643c + MAM01688m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07853,"",MAM01642c + MAM01680m  -> MAM01642m + MAM01680c,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07854,"",MAM01637m + MAM01642c  -> MAM01637c + MAM01642m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MAR07897,"",MAM02193c  <=> MAM02193m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07899,"",MAM01714c  <=> MAM01714m,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR07914,"",MAM00267m  -> MAM00267c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07917,"",MAM00268m  -> MAM00268c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07923,"",MAM00269m  -> MAM00269c,"Transport reactions",0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
MAR07995,"",MAM03141c  <=> MAM03141m,"Transport reactions",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
MAR07998,"",MAM00620c  <=> MAM00620m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08000,"",MAM00035m  -> MAM00035c,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08001,"",MAM00613m  -> MAM00613c,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08009,"",MAM01415c  <=> MAM01415m,"Transport reactions",0,0,0.999999005698282,0.999998796462202,0.999999114738119,0.999998900032744,0.999999230737321,0.999998738100005,0.99999893823925,0.999998835880943,0.9999989433975,0.999998988217289,0.999999397458168,0.999999150950967,0.999998877653068,0.999998916261939,NaN,0.999998953022582,0,1,0.999999011436688,1
MAR08089,"",MAM02325m  -> MAM02325c,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08093,"",MAM00669c + MAM02039c  -> MAM00669m + MAM02039m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08099,"",MAM01013c + MAM02039c  -> MAM01013m + MAM02039m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08120,"",MAM02692m  -> MAM02692c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08122,"",MAM02118m  -> MAM02118c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08124,"",MAM02119m  -> MAM02119c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08126,"",MAM02104m  -> MAM02104c,"Transport reactions",1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
MAR08128,"",MAM02105m  -> MAM02105c,"Transport reactions",0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
MAR08356,"",MAM01249c  <=> MAM01249m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08365,"",MAM01256c + MAM02039i  -> MAM01256m + MAM02039m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08411,"",MAM02631c  <=> MAM02631m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08438,"",MAM01708c  <=> MAM01708m,"Transport reactions",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08475,"",MAM01668c  <=> MAM01668m,"Transport reactions",0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0.843997590768304,0.922933731904228,0.917587512431272
MAR08505,"",MAM02329c  <=> MAM02329m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08510,"",MAM00168c  <=> MAM00168m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08513,"",MAM01716c + MAM02039c  <=> MAM01716m + MAM02039m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08528,"",MAM02685c  <=> MAM02685m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08532,"",MAM01831c  <=> MAM01831m,"Transport reactions",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08562,"",MAM02168c  <=> MAM02168m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08614,"",MAM01599c  -> MAM01599m,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08627,"",MAM02532m  -> MAM02532c,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08655,"",MAM01418m  -> MAM01418c,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08657,"",MAM01513c  <=> MAM01513m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08680,"",MAM01614c  <=> MAM01614m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08731,"",MAM02880c  <=> MAM02880m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08741,"",MAM01862c + MAM02949m  <=> MAM01862m + MAM02949c,"Transport reactions",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR08742,"",MAM01862c + MAM02946m  <=> MAM01862m + MAM02946c,"Transport reactions",1,0.996330340096067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR08776,"",MAM02154c  <=> MAM02154m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993003937439825,1,1,1,0.99667122374965,1
MAR08785,"",MAM02165c  <=> MAM02165m,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08848,"",MAM02986m  -> MAM02986c,"Transport reactions",1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
MAR08890,"",MAM01393c  <=> MAM01393m,"Transport reactions",1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
MAR08891,"",MAM02914c  -> MAM02914m,"Transport reactions",0.999934041743929,0.999934424924457,0,0,0,0.999848786687176,0,1,0,0.999832372785748,0.99983311464122,0.99984028076633,0.999889656910254,1,0,0.99983936729692,0.999857568563058,NaN,0.999874096833422,1,0.999834540994261,0.999864487008748
MAR08910,"",MAM02170c  <=> MAM02170m,"Transport reactions",1,1,1,1,1,1,1,1,1,0.971578360533542,1,1,1,1,1,1,1,1,1,1,1,1
MAR09174,"",MAM02191c  <=> MAM02191m,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR09194,"",MAM01303c  <=> MAM01303m,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR09675,"",MAM01998m  <=> MAM01998c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992775749857546,1,1,1,0.991531844080911,1
MAR09676,"",MAM02169m  <=> MAM02169c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR09677,"",MAM02320m  <=> MAM02320c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR09014,"",MAM02026c  -> MAM02026x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR00707,"",MAM02017x  -> MAM02017c,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR00713,"",MAM01306c + MAM02183x  -> MAM01306x + MAM02183c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01104,"",MAM02364c  <=> MAM02364x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01135,"",MAM00585c  <=> MAM00585x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01144,"",MAM01124c  <=> MAM01124x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01172,"",MAM00835c  <=> MAM00835x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
MAR01188,"",MAM01118c  <=> MAM01118x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01214,"",MAM00837c  <=> MAM00837x,"Transport reactions",1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1
MAR01242,"",MAM00583c  <=> MAM00583x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01268,"",MAM00258c  -> MAM00258x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01283,"",MAM00252c  <=> MAM00252x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01286,"",MAM02369c  -> MAM02369x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01443,"",MAM00167c  <=> MAM00167x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR02067,"",MAM01791c  <=> MAM01791x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR02082,"",MAM01793c  <=> MAM01793x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR02093,"",MAM00412c  <=> MAM00412x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR02104,"",MAM00410c  <=> MAM00410x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR02407,"",MAM00110c  <=> MAM00110x,"Transport reactions",1,1,0.900903388842296,0.901860959690861,1,1,1,0.807001649470772,0.888927192568804,0.886490585114763,0.895079276615698,0.914445700425468,1,0.85829069028784,0.91096565642052,0.967500509498005,1,0.899467910111949,0.948820660831276,0.862481872992516,0.976860843261969,0.932635332222641
MAR02509,"",MAM00113c  <=> MAM00113x,"Transport reactions",1,1,0.900807501753963,0.901669927204527,1,1,1,0.806716308942689,0.888740776207464,0.886378285198012,0.894882778868584,0.914273532703487,1,0.858042779901932,0.910741901921593,0.967449169903923,1,0.899320312860642,0.948753864675586,0.862261987261075,0.976835441445893,0.932533348286224
MAR02547,"",MAM01125c  <=> MAM01125x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR02575,"",MAM01784c  <=> MAM01784x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03007,"",MAM02039c + MAM02403c  <=> MAM02039x + MAM02403x,"Transport reactions",1,1,1,1,1,1,0.996465381995741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03008,"",MAM01371c + MAM02040c + MAM02774c  -> MAM01285c + MAM02039c + MAM02751c + MAM02774x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03011,"",MAM01371c + MAM02040c + MAM02678c  -> MAM01285c + MAM02039c + MAM02678x + MAM02751c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03013,"",MAM01371c + MAM02040c + MAM02391c  -> MAM01285c + MAM02039c + MAM02391x + MAM02751c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03014,"",MAM01364c + MAM01371c + MAM02040c  -> MAM01285c + MAM01364x + MAM02039c + MAM02751c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03017,"",MAM00018c + MAM01371c + MAM02040c  -> MAM00018x + MAM01285c + MAM02039c + MAM02751c,"Transport reactions",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR03018,"",MAM03047c  <=> MAM03047x,"Transport reactions",1,1,0.900997552745174,0.901863462483409,1,1,1,0.807132905309853,0.888921678575288,0.886585915300043,NaN,0.914560471939974,1,0.858307461664108,0.910996619610303,0.967518523244776,1,0.899492911044295,0.948834901382327,0.862482540314346,0.976891417008395,0.932662157712964
MAR03019,"",MAM02971c  <=> MAM02971x,"Transport reactions",0,1,0,0.999971882454593,0,0,0,0,0,0,0,0,0,0.999936474174842,0.99997279868294,0,1,0.999963580761878,0.999980704555387,0.999949207172231,0,0.999978073998443
MAR03020,"",MAM00025c  -> MAM00025x,"Transport reactions",0,1,0,0.999971957280378,0,0,0,0,0,0,0,0,0,0.999939510186772,NaN,0,1,0.999963570581526,0.999980700209329,0.999949198820856,0,0.999978064476764
MAR03021,"",MAM00317c  <=> MAM00317x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.00000000000204,1,0,1
MAR03022,"",MAM02110c  <=> MAM02110x,"Transport reactions",1,1,0.900944245118554,0.901863462483446,1,1,1,0.807109791898138,0.888914347225745,0.886568331747409,0.895068510721571,0.914446288286113,1,0.858306816769747,0.910941867402445,0.967477741856621,1,0.899447931424505,0.948803397449388,0.862476093304903,0.97685557351614,0.932631885013941
MAR03023,"",MAM02112c  -> MAM02112x,"Transport reactions",1,1,0.900977982098336,0.901862588155731,1,1,1,0.807147891277358,0.888935465586699,0.88659929918159,0.895089175311856,0.914495348087494,1,NaN,0.91095644069908,0.967483227628101,1,0.899451511462907,0.948802229367467,0.86246447397909,0.976872938094947,0.932636174644175
MAR03024,"",MAM00134c  <=> MAM00134x,"Transport reactions",0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
MAR03025,"",MAM00131c  <=> MAM00131x,"Transport reactions",0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0.999979645862512,1,1,0.999999999999865,0.999796394303766,1,1.00000000000019
MAR03026,"",MAM02348c  <=> MAM02348x,"Transport reactions",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR03473,"",MAM01285c + MAM01334x  <=> MAM01285x + MAM01334c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03848,"",MAM01986c  <=> MAM01986x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR03850,"",MAM02880c  <=> MAM02880x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR03867,"",MAM01831c  <=> MAM01831x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR03947,"",MAM02041c  <=> MAM02041x,"Transport reactions",1,1,0.997147626602502,1,1,1,1,1,1,1,0.996314563994386,0.99609578092668,0.99561082082985,1,1,0.994834921518322,1,0.997087755040548,1,1,1,1
MAR03948,"",MAM02187c  <=> MAM02187x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04393,"",MAM01690c  <=> MAM01690x,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MAR04468,"",MAM02896c  <=> MAM02896x,"Transport reactions",1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
MAR04469,"",MAM02154c  <=> MAM02154x,"Transport reactions",1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
MAR04647,"",MAM03148c  <=> MAM03148x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04790,"",MAM01307c  <=> MAM01307x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04890,"",MAM02040c  <=> MAM02040x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,0.994021459481598,0.991980682328564,1,1,1,0.992676017538676,1,1,0.9946592816638
MAR04900,"",MAM02630c  <=> MAM02630x,"Transport reactions",1,1,1,NaN,1,1,0.988571488611987,0.982922618177762,0.986401017184294,0.987988353304847,1,1,1,0.985661701502094,0.986643448144572,1,1,1,0.983769835720352,0.984859932341031,0.986988445376431,0.988864972870703
MAR04908,"ATP:ADP phosphatransferase",MAM01285c + MAM01371x  <=> MAM01285x + MAM01371c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04924,"",MAM01596c  <=> MAM01596x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR04930,"",MAM02039c + MAM02819c  <=> MAM02039x + MAM02819x,"Transport reactions",1,1,0.965765317762378,0.958241691059298,1,1,0.999604746645785,0.932437407984279,0.952130987257016,0.958781749654342,0.955103655111362,0.949308552038498,0.993471926805422,0.954362917188867,0.963024064930695,0.95749977940947,1,0.95611649630031,0.974785603533745,0.987361317504263,0.973397163620484,0.967468948032161
MAR04945,"",MAM01836c  <=> MAM01836x,"Transport reactions",1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0
MAR04986,"",MAM02961c  <=> MAM02961x,"Transport reactions",0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
MAR05344,"",MAM02039c + MAM02751c  <=> MAM02039x + MAM02751x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR05346,"",MAM02759c  <=> MAM02759x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR05362,"",MAM02774c  <=> MAM02774x,"Transport reactions",1,1,0.996325004817922,0.995641247886315,0.997147358623981,1,0.999391274376917,1,1,1,1,1,1,0.999635374140059,1,1,1,0.899532913438253,0.984168520509908,0.862566210802896,0.976901377293581,0.93269322060978
MAR05414,"",MAM02914c  <=> MAM02914x,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MAR05452,"",MAM02519c + MAM02961c  <=> MAM02519x + MAM02961x,"Transport reactions",0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
MAR05453,"",MAM02519c  <=> MAM02519x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR06928,"",MAM02926c  <=> MAM02926x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR06937,"",MAM02923c  <=> MAM02923x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR06986,"",MAM02183c  <=> MAM02183x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR06987,"",MAM02943c  <=> MAM02943x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07590,"",MAM01278c  <=> MAM01278x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07596,"",MAM01311c  <=> MAM01311x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07640,"",MAM01641c  <=> MAM01641x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR07646,"",MAM01638c  -> MAM01638x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
MAR07705,"",MAM01998c  -> MAM01998x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR07707,"",MAM02007c  <=> MAM02007x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07777,"",MAM02554x  -> MAM02554c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07779,"",MAM02555c  -> MAM02555x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07797,"",MAM01306c  <=> MAM01306x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08016,"",MAM02426c  -> MAM02426x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08020,"",MAM00556c  <=> MAM00556x,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08359,"",MAM01249c  <=> MAM01249x,"Transport reactions",1,1,1,1,1,1,1,1,0.997383930591978,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08414,"",MAM02631c  <=> MAM02631x,"Transport reactions",0.988367444735623,0.986260176226825,0.989426637474133,0.989908084065118,0.988617465782094,0.987683749435716,0.989619795099197,0.985535244479587,0.989111408946611,0.989894902045453,0.989744014722774,0.989030256373398,0.989989293336351,0.988425678212686,0.99038768910764,0.990278336384046,1,1,1,0.989898003872821,0.989935055534364,1
MAR08754,"",MAM02159c  -> MAM02159x,"Transport reactions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR08756,"",MAM01796c  <=> MAM01796x,"Transport reactions",1,1,1,1,1,1,1,1,0.997383930591978,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08860,"",MAM03120x  -> MAM03120c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
